Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Mr. Jones,2019,Agnieszka Holland,"['James Norton', 'Vanessa Kirby', 'Peter Sarsgaard', 'Joseph Mawle', 'Kenneth Cranham', 'Celyn Jones', 'Krzysztof Pieczyński', 'Beata Pozniak', 'Fenella Woolgar', 'Michalina Olszańska', 'Patrycja Volny', 'Edward Wolstenholme', 'Oleh Drach', 'Martin Bishop', 'Marcin Czarnik', 'Julian Lewis Jones', 'Matthew Marsh', 'John Edmondson', 'Olena Leonenko', 'Barry Mulkerns', 'Oleksandr Pozharskyi', 'Martin Latallo', 'Jacob Krichefski', 'Ksenia Matsuk', ""Michael O'Donnell"", 'Wojciech Urbański', 'Martin Hugh Henley', 'Cara Chase', 'Sabrina John', 'Piotr Szostak', 'Alexander Bozhko', 'Oleh Kyryliv', 'Roman Skorovskyi', 'Serhii Bachyk', 'Anton Andriushchenko', 'Alexandr Markin', 'Marcin Masecki', 'Jan Młynarski', 'Jerzy Rogiewicz', 'Hanna Turnau', 'Mikhail Klymchenko', 'Richard Elfyn', 'Olexa Gorodenko']",3.33,nan,"['Drama', 'History', 'Thriller']",119,"['Poland', 'Ukraine', 'UK']",English,"['English', 'Ukrainian', 'Russian', 'Welsh']","In 1933, Welsh journalist Gareth Jones travels to Ukraine, where he experiences the horrors of a famine. Everywhere he goes he meets henchmen of the Soviet secret service who are determined to prevent news about the catastrophe from getting out. Stalin’s forced collectivisation of agriculture has resulted in misery and ruin—the policy is tantamount to mass murder.","['Film Produkcja', 'Crab Apple Films', 'Kinorob', 'FILM.UA Group', 'Krakowskie Biuro Festiwalowe', 'Ukrainian State Film Agency', 'Kino Świat', 'Studio Orka']",13877,3148,2068,13,82,132,159,623,1018,2945,2530,2120,385,475,10469,https://letterboxd.com/film/mr-jones-2019/
Irma Vep,2022,Olivier Assayas,"['Alicia Vikander', 'Vincent Macaigne', 'Lars Eidinger', 'Devon Ross', 'Nora Hamzawi', 'Jeanne Balibar', 'Adria Arjona', 'Byron Bowers', 'Vincent Lacoste', 'Alex Descas', 'Fala Chen', 'Hippolyte Girardot', 'Antoine Reinartz', 'Tom Sturridge', 'Carrie Brownstein']",3.85,nan,"['Comedy', 'Drama']",nan,"['France', 'USA']",English,"['English', 'French', 'Spanish']","Mira is an American movie star disillusioned by her career and a recent breakup, who comes to France to star as “Irma Vep” in a remake of the French silent film classic, “Les Vampires.” Set against the backdrop of a lurid crime thriller, Mira struggles as the distinctions between herself and the character she plays begin to blur and merge.","['Vortex Sutra', 'The Reasonable Bunch', 'A24', 'HBO', 'Tiny Goat']",16206,4108,5408,19,56,81,79,323,357,1218,1632,3536,1410,1455,10147,https://letterboxd.com/film/irma-vep-2022/
Love Lies Bleeding,2024,Rose Glass,"['Kristen Stewart', ""Katy O'Brian"", 'Ed Harris', 'Dave Franco', 'Jena Malone', 'Anna Baryshnikov', 'Orion Carrington', 'Matthew Blood-Smyth', 'David DeLao', 'Hilary Fleming', 'Eldon Jones', 'Catherine Haun', 'Keith Jardine', 'Jerry G. Angelo', 'Tait Fletcher', 'Jamie Javier Guerreo', 'Roger Ivens', 'Kim S. Monti', 'Mikandrew', 'Lontrell Anderson']",3.57,nan,"['Romance', 'Thriller', 'Crime']",104,"['UK', 'USA']",English,['English'],"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.","['Film4 Productions', 'Escape Plan', 'A24', 'Lobo Films']",519381,130516,166308,2800,1873,3776,3931,15919,23910,73771,103795,136560,42540,41352,447427,https://letterboxd.com/film/love-lies-bleeding-2024/
Inside the Yellow Cocoon Shell,2023,Phạm Thiên Ân,"['Le Phong Vu', 'Nguyen Thinh', 'Nguyen Thi Truc Quynh', 'Vu Ngoc Manh', 'Dylan Besseau', ""Nguyen Van Lu'u"", 'Phi Dieu', 'Manh Cuong Tran', 'Phan Ti My Duyen', 'Vu Trong Tuyen', 'Nguyen Han', 'Ngo Thuy Tien', 'Ba Vo', 'Châu Thiên Kim', 'Nguyen Thi Hoai Dung', 'Do Thien Hoang', 'Anh Nguyen', 'Chi Nguyen', ""K'Brom"", 'Anh Son-Tan Van Phu', 'Anh Chinh', 'Bui Quang Son', 'Nguyen Tuan', 'Chu Mac', ""K'Rip"", 'Bo Anh Khoa']",3.6,nan,['Drama'],179,"['France', 'Singapore', 'Spain', 'Vietnam']",Vietnamese,['Vietnamese'],"After a Vietnamese woman dies in a car crash in Saigon, her brother-in-law and her young son transport her body back to the former’s hometown in rural Vietnam, where they plan to give her a funeral.","['JK Film', 'PŌTOCOL', 'ZORBA The Imaginary Friends', 'Fasten Films', 'Deuxième Ligne Films']",10492,6030,2787,84,40,118,134,435,562,1347,1524,2105,819,590,7674,https://letterboxd.com/film/inside-the-yellow-cocoon-shell/
An Average Little Man,1977,Mario Monicelli,"['Alberto Sordi', 'Shelley Winters', 'Vincenzo Crocitti', 'Romolo Valli', 'Paolo Paoloni', 'Renato Malavasi', 'Renzo Carboni', 'Enrico Beruschi', 'Renato Scarpa', ""Francesco D'Adda"", 'Marcello Di Martire', 'Edoardo Florio', 'Ettore Garofolo', 'Mario Maffei', 'Antonio Meschini', 'Aldo Miranda', 'Valeria Perilli', 'Pietro Tordi', 'Roberto Antonelli', 'Giancarlo Chiaramello', 'Francesco Quagliero']",4.01,nan,"['Comedy', 'Drama']",122,['Italy'],Italian,['Italian'],"A middle-aged government accountant is determined to secure a stable job for his son before retiring, willing to go to great lengths to achieve his goal.",['Filmauro'],4235,2425,1326,34,0,5,5,32,37,183,390,1087,608,571,2918,https://letterboxd.com/film/an-average-little-man/
The American Friend,1977,Wim Wenders,"['Dennis Hopper', 'Bruno Ganz', 'Lisa Kreuzer', 'Gérard Blain', 'Nicholas Ray', 'Samuel Fuller', 'Peter Lilienthal', 'Daniel Schmid', 'Sandy Whitelaw', 'Jean Eustache', 'Lou Castel', 'Andreas Dedecke', 'David Blue', 'Rudolf Schündler', 'Gerty Molzen', 'Heinz Joachim Klein', 'Satya De La Manitou', 'Axel Schiessler', 'Adolf Hansen', 'Rosemarie Heinikel', 'Stefan Lennert', 'Heinrich Marmann', 'Enzo Robutti', 'Wim Wenders']",4.01,nan,"['Crime', 'Drama', 'Thriller']",125,"['France', 'Germany']",German,"['German', 'English', 'French']","Tom Ripley, an American who deals in forged art, is slighted at an auction in Hamburg by picture framer Jonathan Zimmerman. When Ripley is asked by gangster Raoul Minot to kill a rival, he suggests Zimmerman, and the two, exploiting Zimmerman's terminal illness, coerce him into being a hitman.","['Road Movies', 'Wim Wenders Productions', 'Les Films du Losange', 'WDR', 'Bavaria Film', 'Filmverlag der Autoren']",57351,29253,19159,599,23,59,116,517,928,3953,7421,15338,6949,5067,40371,https://letterboxd.com/film/the-american-friend/
3 Women,1977,Robert Altman,"['Shelley Duvall', 'Sissy Spacek', 'Janice Rule', 'Robert Fortier', 'Ruth Nelson', 'John Cromwell', 'Sierra Pecheur', 'Craig Richard Nelson', 'Maysie Hoy', 'Belita Moreno', 'Leslie Ann Hudson', 'Patricia Ann Hudson', 'Beverly Ross', 'John Davey', 'Carmen Baptiste', 'Mary Carver', 'Dennis Christopher', 'Barrie Youngfellow', 'Bo Byers']",4.14,nan,['Drama'],124,['USA'],English,['English'],"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.","[""Lion's Gate Films"", '20th Century Fox']",69086,40952,26161,1600,60,152,148,666,921,3746,6123,15566,10154,10777,48313,https://letterboxd.com/film/3-women/
All the Way,2016,Jay Roach,"['Bryan Cranston', 'Anthony Mackie', 'Melissa Leo', 'Frank Langella', 'Bradley Whitford', 'Stephen Root', 'Todd Weeks', 'Ray Wise', 'Ken Jenkins', 'Dohn Norwood', 'Mo McRae', 'Marque Richardson', 'Aisha Hinds', 'Joe Morton', 'Eric Pumphrey', 'Tim True', 'Bo Foxworth', 'Jeff Doucette', 'Hilary Ward', 'Spencer Garrett', 'Randy Oglesby', 'Ned Van Zandt', ""Joe O'Connor"", 'Bruce Nozick', 'Samantha Bogach', 'Hal Landon Jr.', 'Dan Desmond', 'Stoney Westmoreland', 'Matthew Glave', 'Toby Huss', 'Corby Sullivan', 'Regi Davis', 'Gregory Marcel', 'Zachary Barton', 'Kevin Brief', 'Talia Toms', 'Dale E. Turner', 'Thomas Lumberg Jr.', 'Keith Barber', 'Ethan Phillips']",3.44,nan,"['TV Movie', 'History', 'Drama']",132,['USA'],English,['English'],"Lyndon B. Johnson's amazing 11-month journey from taking office after JFK's assassination, through the fight to pass the 1964 Civil Rights Act and his own presidential campaign, culminating on the night LBJ is actually elected to the office – no longer the 'accidental President.'","['Moonshot Entertainment', 'Amblin Entertainment', 'Tale Told Productions', 'Everyman Pictures']",9859,2225,1714,7,11,27,52,305,523,1976,2101,1591,287,197,7070,https://letterboxd.com/film/all-the-way-2016/
Hunt,2022,Lee Jung-jae,"['Lee Jung-jae', 'Jung Woo-sung', 'Jeon Hye-jin', 'Heo Sung-tae', 'Go Youn-jung', 'Kim Jong-soo', 'Jeong Man-sik', 'Lim Hyung-kook', 'Jung Kyung-soon', 'Jeong Jae-seong', 'Song Young-chang', 'Hwang Jung-min', 'Lee Sung-min', 'Yoo Jae-myung', 'Kang Kyung-hun', 'Im Sung-jae', 'Jeong Seong-mo', 'Paul Battle', 'Kim Hak-seon', 'Oh Man-seok', 'Andreas Fronk', 'Lee Chae-eun', 'Song Duk-ho', 'Jang Seo-kyung', 'Kim Chan-hyung', 'Kim Hyeong-beom', 'Kyung Sung-hwan', 'Yoon Jeong-sub', 'Choi Woo-jun', 'Park Sung-woong', 'Jo Woo-jin', 'Kim Nam-gil', 'Ju Ji-hoon', 'Cha Rae-hyung', 'Lee Han-ju', 'Go Seo-hee', 'Son Kyoung-won', 'Lee San-ho', 'Cha Woo-jin', 'Park Min-jeong', 'Son Seung-beom', 'Moon Yoo-seong', 'Jonathan Ehren Groff', 'Joe Nowell', 'Josh Newton', 'Moon Jung-dae', 'Lee Ga-kyung', 'Choe Min', 'Park Young-jun']",3.21,nan,"['Mystery', 'Drama', 'Action']",131,['South Korea'],Korean,"['Korean', 'Japanese', 'English', 'Portuguese']","After a high-ranking North Korean official requests asylum, KCIA Foreign Unit chief Park Pyong-ho and Domestic Unit chief Kim Jung-do are tasked with uncovering a North Korean spy, known as Donglim, who is deeply embedded within their agency. When the spy begins leaking top secret intel that could jeopardize national security, the two units are each assigned to investigate each other.","['Sanai Pictures', 'Artist Studio']",11358,3721,1689,14,48,150,161,628,1141,2575,2202,1365,251,238,8759,https://letterboxd.com/film/hunt-2022/
Shame,2011,Steve McQueen,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Nicole Beharie', 'Lucy Walters', 'Mari-Ange Ramirez', 'Alex Manette', 'Hannah Ware', 'Elizabeth Masucci', 'Rachel Farrar', 'Loren Omer', 'Lauren Tyrrell', 'Marta Milans', 'Jake Siciliano', 'Robert Montano', 'Charisse Bellante', 'Amy Hargreaves', 'Anna Rose Hopkins', 'Chazz Menendez', 'Carl Low', 'Calamity Chang', 'Deedee Luxe', 'Stanley Mathis', 'Wenne Alton Davis']",3.79,nan,['Drama'],102,"['Canada', 'UK']",English,['English'],"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.","['HanWay Films', 'See-Saw Films', 'Lipsync Productions', 'Alliance Films', 'Film4 Productions', 'UK Film Council']",277264,52419,61296,1500,869,1787,1667,6491,8189,27420,35755,55951,21493,18009,177631,https://letterboxd.com/film/shame-2011/
Petite Maman,2021,Céline Sciamma,"['Joséphine Sanz', 'Gabrielle Sanz', 'Nina Meurisse', 'Stéphane Varupenne', 'Margot Abascal', 'Florès Cardo', 'Josée Schuller', 'Guylène Péan']",4.1,nan,"['Drama', 'Fantasy']",72,['France'],French,"['French', 'English', 'Portuguese']","After the death of her beloved grandmother, eight-year-old Nelly meets a strangely familiar girl her own age in the woods. Instantly forming a connection with this mysterious new friend, Nelly embarks on a fantastical journey of discovery which helps her come to terms with this newfound loss.","['Canal+', 'Ciné+', 'Lilies Films', 'France Télévisions', 'France 3 Cinéma']",150209,65207,59353,2200,132,341,340,1664,2833,10933,18255,40244,22868,21360,118970,https://letterboxd.com/film/petite-maman/
Spaceman,2024,Johan Renck,"['Adam Sandler', 'Paul Dano', 'Carey Mulligan', 'Kunal Nayyar', 'Isabella Rossellini', 'Lena Olin', 'Petr Papánek', 'Marian Roden', 'Zuzana Stivínová', 'Sinéad Phelps', 'Sunny Sandler', 'John Flanders', 'Bash Doran', 'Petr Bláha', 'Mikuláš Čížek', 'Jessica Bechyňová', 'Soňa Tichá', 'Kimberly Han', 'Young Lee', 'Elke Luyten']",2.94,nan,"['Adventure', 'Science Fiction', 'Drama']",108,['USA'],English,"['English', 'Korean', 'Czech']","Six months into a solo mission, a lonely astronaut confronts the cracks in his marriage with help from a mysterious creature he discovers on his ship.","['Free Association', 'Tango Entertainment', 'Sinestra']",116719,26325,26988,318,1016,3024,3628,11845,14718,25630,17603,14719,3519,6253,101955,https://letterboxd.com/film/spaceman-2024/
The Big Parade,1925,King Vidor,"['John Gilbert', 'Renée Adorée', 'Hobart Bosworth', 'Claire McDowell', 'Claire Adams', 'Robert Ober', ""Tom O'Brien"", 'Karl Dane', 'Rosita Marstini', 'Julanne Johnston', 'Kathleen Key', 'Carl Roup']",3.92,nan,"['Drama', 'War', 'Romance']",151,['USA'],No spoken language,['No spoken language'],"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",['Metro-Goldwyn-Mayer'],7716,10338,1866,21,12,24,29,96,152,583,907,1477,823,694,4797,https://letterboxd.com/film/the-big-parade/
The Gold Rush,1925,Charlie Chaplin,"['Charlie Chaplin', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Georgia Hale', 'Jack Adams', 'Frank Aderias', 'Leona Aderias', 'Lillian Adrian', 'Sam Allen', 'Claude Anderson', 'Harry Arras', 'Albert Austin', 'F.J. Beauregard', 'Marta Belfort', 'William Bell', 'Francis Bernhardt', 'E. Blumenthal', 'William Bradford', 'George Brock', 'Pete Brogan', 'John Brown', 'William Butler', 'James Dime', 'Charles Force', 'J. C. Fowler', 'Ray Grey', 'William Hackett', 'Jack Herrick', 'George Holt', 'Chris-Pin Martin', 'Clyde McAtee', 'Steve Murphy', 'Frank Rice', 'Joe Smith', 'John Wallace', 'Heinie Conklin', 'Al Ernest Garcia', 'John Rand', 'Tom Wood', 'Kay Deslys', 'Joan Lowell', 'Betty Morrissey', 'Inez Gomez', 'Helen Hayward', 'Betty Pierce', 'Jane Sherman', 'Bess Wade', 'Mary Williams', 'Sid Grauman', 'Lita Grey', 'Margarita Martín', 'Barbara Pierce', 'Tiny Sandford', 'Larry Steers', 'Lillian McMurray', 'Armand Triller', 'Carl Jensen', 'Donnabelle Ouster', 'Edna Rowe', 'H. Wolfinger', 'Tom Hawley']",4.14,nan,"['Drama', 'Adventure', 'Comedy']",95,['USA'],No spoken language,['No spoken language'],A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.,['Charles Chaplin Productions'],119390,49900,30080,242,83,136,186,844,1341,6845,11151,25054,11748,13396,70784,https://letterboxd.com/film/the-gold-rush/
Sherlock Jr.,1924,Buster Keaton,"['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly', 'Ward Crane', 'Doris Deane', 'Christine Francis', 'George Davis', 'Kewpie Morgan', 'Steve Murphy', 'John Patrick', 'Betsy Ann Hisle', 'Ford West']",4.37,nan,"['Action', 'Comedy', 'Mystery']",45,['USA'],No spoken language,['No spoken language'],"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",['Metro Pictures Corporation'],128018,57803,46787,880,63,156,138,624,1018,5075,9062,26736,18521,26443,87836,https://letterboxd.com/film/sherlock-jr/
Our Hospitality,1923,"John G. Blystone, Buster Keaton","['Buster Keaton', 'Joe Roberts', 'Natalie Talmadge', 'Francis X. Bushman Jr.', 'Craig Ward', 'Joe Keaton', 'Kitty Bradbury', 'Buster Keaton Jr.', 'Erwin Connelly', 'Edward Coxen', 'Jack Duffy', 'Tom London', 'Monte Collins Sr.']",3.88,nan,"['Comedy', 'Romance']",73,['USA'],No spoken language,['No spoken language'],"A young man falls for a young woman on his trip home; unbeknownst to him, her family has vowed to kill every member of his family.",['Joseph M. Schenck Productions'],24696,15990,6248,32,10,28,42,230,415,2139,3743,5973,1786,1590,15956,https://letterboxd.com/film/our-hospitality/
La Roue,1923,Abel Gance,"['Séverin-Mars', 'Ivy Close', 'Gabriel de Gravone', 'Pierre Magnier', 'Max Maxudian', 'Georges Térof', 'Gil Clary', 'Abel Gance']",3.93,nan,['Drama'],418,['France'],No spoken language,['No spoken language'],"Sisif, a railwayman, saves a young girl named Norma orphaned by a train crash and raises her as his own daughter alongside his son, Elie. As she becomes an adult, Sisif grapples with whether to tell Norma the truth about her parentage.",['Films Abel Gance'],5500,8795,1366,23,12,31,27,95,129,435,526,924,549,577,3305,https://letterboxd.com/film/la-roue/
Safety Last!,1923,"Fred C. Newmeyer, Sam Taylor","['Harold Lloyd', 'Mildred Davis', 'Bill Strother', 'Noah Young', 'Westcott Clarke', 'Roy Brooks', 'Mickey Daniels', 'Richard Daniels', 'Ray Erlenborn', 'William Gillespie', 'Helen Gilmore', 'Wally Howe', 'James T. Kelley', 'Billie Latimer', 'Gus Leonard', 'Sam Lufkin', 'Earl Mohan', 'Marie Mosquini', 'Fred C. Newmeyer', 'Charles Stevenson', 'Anna Townsend', 'Patrick Youch']",4.11,nan,['Comedy'],73,['USA'],No spoken language,['No spoken language'],"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.","['Hal Roach Studios', 'Pathé Exchange']",61016,28219,17061,93,31,66,79,371,665,3443,6206,13967,6476,5972,37276,https://letterboxd.com/film/safety-last/
"Dr. Mabuse, the Gambler",1922,Fritz Lang,"['Rudolf Klein-Rogge', 'Aud Egede-Nissen', 'Gertrude Welcker', 'Alfred Abel', 'Bernhard Goetzke', 'Paul Richter', 'Robert Forster-Larrinaga', 'Hans Adalbert Schlettow', 'Georg John', 'Károly Huszár', 'Grete Berger', 'Julius Falkenstein', 'Lydia Potechina', 'Julius E. Herrmann', 'Julietta Brandt', 'Max Adalbert', 'Anita Berber', 'Paul Biensfeldt', 'Gustav Botz', 'Lil Dagover', 'Heinrich Gotho', 'Leonhard Haskel', 'Erner Huebsch', 'Gottfried Huppertz', 'Hans Junkermann', 'Adolf Klein', 'Erich Pabst', 'Edgar Pauly', 'Karl Platen', 'Auguste Prasch-Grevenberg', 'Adele Sandrock', 'Willy Schmidt-Gentner', 'Hans Sternberg', 'Olaf Storm', 'Oscar Stribolt', 'Erich Walter']",3.96,nan,"['Crime', 'Thriller']",271,['Germany'],No spoken language,['No spoken language'],"Dr. Mabuse and his organization of criminals are in the process of completing their latest scheme, a theft of information that will allow Mabuse to make huge profits on the stock exchange. Afterwards, Mabuse disguises himself and attends the Folies Bergères show, where Cara Carozza, the main attraction of the show, passes him information on Mabuse's next intended victim, the young millionaire Edgar Hull. Mabuse then uses psychic manipulation to lure Hull into a card game where he loses heavily. When Police Commissioner von Wenk begins an investigation of this mysterious crime spree, he has little to go on, and he needs to find someone who can help him.",['Uco-Film GmbH'],16048,18535,3861,62,14,47,52,199,270,1115,1628,3394,1479,1481,9679,https://letterboxd.com/film/dr-mabuse-the-gambler/
Nosferatu,1922,F. W. Murnau,"['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff', 'Gustav Botz', 'Alexander Granach', 'John Gottowt', 'Max Nemetz', 'Wolfgang Heinz', 'Albert Venohr', 'Eric van Viele', 'Karl Etlinger', 'Guido Herzfeld', 'Hans Lanser-Rudolf', 'Loni Nest', 'Josef Sareny', 'Fanny Schreck', 'Hardy von Francois', 'Heinrich Witte']",3.88,nan,['Horror'],95,['Germany'],No spoken language,['No spoken language'],"The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock, prepares for his master to arrive at his new home.",['Prana-Film'],347926,126452,95494,2000,498,1244,1139,5336,7282,31248,35734,71906,22312,37591,214290,https://letterboxd.com/film/nosferatu/
Cops,1922,"Edward F. Cline, Buster Keaton","['Buster Keaton', 'Edward F. Cline', 'Virginia Fox', 'Steve Murphy', 'Joe Roberts']",3.84,nan,"['Adventure', 'Family', 'Comedy']",18,['USA'],No spoken language,['No spoken language'],Buster Keaton gets involved in a series of misunderstandings involving a horse and cart. Eventually he infuriates every cop in the city when he accidentally interrupts a police parade.,['Joseph M. Schenck Productions'],21649,6776,6392,8,20,31,39,202,380,1931,3171,4743,1271,1312,13100,https://letterboxd.com/film/cops/
Foolish Wives,1922,Erich von Stroheim,"['Erich von Stroheim', 'Rudolph Christians', 'Miss DuPont', 'Maude George', 'Mae Busch', 'Dale Fuller', 'Cesare Gravina', 'Malvina Polo', 'Albert Edmondson', 'Mary Philbin', 'Nigel De Brulier', 'C.J. Allen', 'Robert Edeson', 'Agnes Emerson', 'Louise Emmons', 'Harrison Ford', 'Mrs. Kent', 'Edward Reinach', 'Louis K. Webb']",3.66,nan,"['Drama', 'Thriller']",143,['USA'],No spoken language,['No spoken language'],A con artist masquerades as Russian nobility and attempts to seduce the wife of an American diplomat.,['Universal Film Manufacturing Company'],7433,9443,1535,19,19,38,61,221,319,877,966,1164,448,456,4569,https://letterboxd.com/film/foolish-wives/
Häxan,1922,Benjamin Christensen,"['Benjamin Christensen', 'Ella La Cour', 'Emmy Schønfeld', 'Kate Fabian', 'Oscar Stribolt', 'Wilhelmine Henriksen', 'Elisabeth Christensen', 'Astrid Holm', 'Karen Winther', 'Maren Pedersen', 'Johannes Andersen', 'Elith Pio', 'Aage Hertel', 'Ib Schønberg', 'Holst Jørgensen', 'Clara Pontoppidan', 'Else Vermehren', ""Alice O'Fredericks"", 'Gerda Madsen', 'Karina Bell', 'Tora Teje', 'Poul Reumert', 'H.C. Nielsen', 'Albrecht Schmidt', 'Knud Rassow', 'Ellen Rassow', 'Frederik Christensen', 'Henry Seemann', 'Karen Caspersen', 'Holger Pedersen', 'John Andersen']",4.01,nan,"['Documentary', 'Horror', 'History']",105,['Sweden'],No spoken language,['No spoken language'],"Grave robbing, torture, possessed nuns, and a satanic Sabbath: Benjamin Christensen's legendary film uses a series of dramatic vignettes to explore the scientific hypothesis that the witches of the Middle Ages suffered the same hysteria as turn-of-the-century psychiatric patients. But the film itself is far from serious-- instead it's a witches' brew of the scary, gross, and darkly humorous.","['Aljosha Production Company', 'SF Studios']",65639,49548,21747,355,57,162,179,740,1097,4955,7043,15100,6291,7582,43206,https://letterboxd.com/film/haxan/
