Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
The French Connection,1971,William Friedkin,"['Gene Hackman', 'Fernando Rey', 'Roy Scheider', 'Tony Lo Bianco', 'Marcel Bozzuffi', 'Frédéric de Pasquale', 'Bill Hickman', 'Ann Rebbot', 'Harold Gary', 'Arlene Farber', 'Eddie Egan', 'André Ernotte', 'Sonny Grosso', 'Benny Marino', 'Patrick McDermott', 'Alan Weeks', 'Al Fann', 'Irving Abrahams', 'Randy Jurgensen', 'William Coke', 'Charles McGregor']",nan,4.0,https://letterboxd.com//film/the-french-connection/
Battleship Potemkin,1925,Sergei Eisenstein,"['Aleksandr Antonov', 'Vladimir Barsky', 'Grigori Aleksandrov', 'Ivan Bobrov', 'Mikhail Gomorov', 'Aleksandr Levshin', 'Nina Poltavtseva', 'Konstantin Feldman', 'Prokhorenko', 'A. Glauberman', 'Beatrice Vitoldi', 'Danylo Antonovych', 'Iona Biy-Brodskiy', 'Julia Eisenstein', 'Sergei Eisenstein', 'Andrey Fayt', 'Yuriy Korobeynikov', 'Marusov', 'Protopopov', 'Repnikova', 'Vladimir Uralsky', 'Zerenin', 'Aleksanteri Ahola-Valo']",nan,4.0,https://letterboxd.com//film/battleship-potemkin/
The 400 Blows,1959,François Truffaut,"['Jean-Pierre Léaud', 'Claire Maurier', 'Albert Rémy', 'Georges Flamant', 'Patrick Auffay', 'Robert Beauvais', 'Yvonne Claudie', 'Pierre Repp', 'Guy Decomble', 'Daniel Couturier', 'François Nocher', 'Richard Kanayan', 'Renaud Fontanarosa', 'Michel Girard', 'Serge Moati', 'Bernard Abbou', 'Jean-François Bergouignan', 'Michel Lesignor', 'Jean-Claude Brialy', 'Jeanne Moreau', 'Philippe de Broca', 'François Truffaut', 'Jacques Demy', 'Bouchon']",nan,4.32,https://letterboxd.com//film/the-400-blows/
Death of a Cyclist,1955,Juan Antonio Bardem,"['Lucía Bosè', 'Alberto Closas', 'Bruna Corrà', 'Carlos Casaravilla', 'Otello Toso', 'Alicia Romay', 'Julia Delgado Caro', 'Matilde Muñoz Sampedro', 'Mercedes Albert', 'José Sepúlveda', 'José Prada', 'Fernando Sancho', 'Manuel Alexandre', 'Jacinto San Emeterio', 'Manuel Arbó', 'Emilio Alonso', 'Margarita Espinosa', 'Rufino Inglés', 'Antonio Casas', 'Manuel Guitián', 'Elisa Méndez', 'José María Rodríguez', 'Carmen Castellanos', 'José María Gavilán', 'José Navarro', 'Gracia Montes', 'Valeriano Andrés', 'Francisco Rabal']",nan,3.84,https://letterboxd.com//film/death-of-a-cyclist/
Welcome Mr. Marshall!,1953,Luis García Berlanga,"['José Isbert', 'Lolita Sevilla', 'Alberto Romea', 'Manolo Morán', 'Elvira Quintillá', 'Luis Pérez de León', 'Félix Fernández', 'Fernando Aguirre', 'Joaquín Roa', 'Nicolás D. Perchicot', 'José Franco', 'Rafael Alonso', 'José María Rodríguez', 'Elisa Méndez', 'José Alburquerque', 'Ángel Álvarez', 'José Vivó', 'Manuel Alexandre', 'José Castillo', 'Joaquín Bergía', 'Rafael Cortés', 'José Riesgo', 'Fernando Rey', 'Emilio Santiago']",nan,3.84,https://letterboxd.com//film/welcome-mr-marshall/
The Executioner,1963,Luis García Berlanga,"['Nino Manfredi', 'Emma Penella', 'José Isbert', 'José Luis López Vázquez', 'Ángel Álvarez', 'Guido Alberti', 'Julia Caba Alba', 'María Luisa Ponte', 'María Isbert', 'Erasmo Pascual', 'Xan das Bolas', 'José Orjas', 'José María Prada', 'Félix Fernández', 'Antonio Ferrandis', 'Lola Gaos', 'Santiago Ontañón', 'Alfredo Landa', ""José 'Saza' Sazatornil"", 'Agustín González', 'Goyo Lebrero', 'Sergio Mendizábal', 'Vicente Llosá', 'Chus Lampreave', 'José Luis Coll', 'José María Cordero', 'Pedro Beltrán', 'Rafael Hernández', 'Dolores García', 'Magdalena Mora', 'Enrique Pelayo', 'Enrique Tusquets', 'José Antón Rodríguez', 'Francisco Serrano', 'Antonio P. Costafreda', 'Agustín Zaragoza', 'Valentín Tornos', 'Antonio Alfonso Vidal', 'Lorenzo Nogueras', 'Emilio Alonso', 'Elena Santonja', 'Emilio Laguna', 'Magda Maldonado', 'Gonzalo Parra', 'Carmen Ripoll', 'Javier Escobar', 'Manuel Alexandre', 'Vicente Bañó', 'Elvira Quintillá']",nan,3.93,https://letterboxd.com//film/the-executioner/
Diabolique,1955,Henri-Georges Clouzot,"['Véra Clouzot', 'Simone Signoret', 'Jean Brochard', 'Pierre Larquey', 'Michel Serrault', 'Paul Meurisse', 'Charles Vanel', 'Yves-Marie Maurin', 'Georges Poujouly', 'Thérèse Dorny', 'Noël Roquevert', 'Jean Lefebvre', 'Robert Dalban', 'Georges Chamarat', 'Madeleine Suffel', 'Jean Témerson', 'Jacques Hilling', 'Camille Guérini', 'Jacques Varennes', 'Henri Humbert', 'Michel Dumur', 'Jean-Pierre Bonnefous', 'Johnny Hallyday', 'Jimmy Urbain', 'Henri Coutet', 'Christian Brocard', 'Jean Clarieux', 'Zappy Max']",nan,4.15,https://letterboxd.com//film/diabolique-1955/
The Wages of Fear,1953,Henri-Georges Clouzot,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'Antonio Centa', 'Luis De Lima', 'Jo Dest', 'Darío Moreno', 'William Tubbs', 'Darling Légitimus', 'Grégoire Gromoff', 'Joseph Palau-Fabre', 'François Valorbe', 'Pat Hurst']",nan,4.3,https://letterboxd.com//film/the-wages-of-fear/
The Confession,1970,Costa-Gavras,"['Yves Montand', 'Simone Signoret', 'Gabriele Ferzetti', 'Michel Vitold', 'Jean Bouise', 'Michel Beaune', 'Jacques Rispal', 'Antoine Vitez', 'Michel Robin', 'László Szabó', 'Guy Mairesse', 'Marc Eyraud', 'Gérard Darrieu', 'Umberto Raho', 'Georges Aubert', 'Marcel Cuvelier', 'Jean Lescot', 'Patrick Lancelot', 'François Marthouret', 'Pierre Moncorbier', 'Claude Vernier', 'Jacques Marbeuf', 'Jacques Chevalier', 'Marc Arian', 'Monique Chaumette', 'Gilles Ségal', 'Nicole Vervil', 'Henri Marteau', 'Thierry Bosc', 'André Cellier', 'Jean-Paul Cisife', 'Pierre Decazes', 'Vasilis Diamantopoulos', 'Jean-François Gobbi', 'Maurice Jacquemont', 'William Jacques', 'Jean-Pierre Janic', 'Charles Moulin', 'Marc Bonseignour', 'Jacques Emin', 'Pierre Eyraud', 'Paul Savatier', 'Pierre Vielhescaze', 'André Falcon']",nan,3.98,https://letterboxd.com//film/the-confession-1970/
State of Siege,1972,Costa-Gavras,"['Yves Montand', 'Renato Salvatori', 'O.E. Hasse', 'Jacques Weber', 'Jean-Luc Bideau', 'Maurice Teynac', 'Yvette Etiévant', 'Héctor Noguera', 'Patricia Guzmán', 'Gloria Laso', 'Harald Wolff', 'Evangeline Peterson', 'Nemesio Antúnez', 'Mario Montilles', 'André Falcon', 'Jerry Brouer', 'Roberto Navarrete', 'Douglas Harris', 'Eugenio Guzmán', 'Jean-François Gobbi', 'Maurice Jacquemont', 'Aldo Francia', 'Eduardo Naveda', 'Rafael Benavente', 'Alejandro Cohen', 'Gérard Manneveau', 'Alejandro Misle']",nan,4.0,https://letterboxd.com//film/state-of-siege/
Missing,1982,Costa-Gavras,"['Jack Lemmon', 'Sissy Spacek', 'Melanie Mayron', 'John Shea', 'Charles Cioffi', 'David Clennon', 'Richard Venture', 'Jerry Hardin', 'Richard Bradford', 'Joe Regalbuto', 'Keith Szarabajka', 'John Doolittle', 'Janice Rule', 'Ward Costello', 'Hansford Rowe', 'Tina Romero', 'Richard Whiting', 'Martin LaSalle', 'Terence Nelson', 'Robert Hitt', 'Félix González', 'María Eugenia Ríos', 'Jorge Russek', 'Edna Necoechea', 'Alan Penrith', 'Alex Camacho', 'Manuel Ávila Camacho', 'Kimberley Farr', 'Elizabeth Cross', 'Piero Cross', 'Gary Richardson', 'Josefina Echánove', 'Robert Johnstreet', 'Linda Spheeris', 'Jorge Mancilla', 'Gerardo Vigil', 'Mario Valdez', 'Jaime Garza', 'Joe I. Tompkins', 'John Fenton', 'Jacqueline Evans', 'Jorge Santoyo', 'Juan Vázquez', 'Antonio Medellin', 'Albert Cates']",nan,3.86,https://letterboxd.com//film/missing/
1900,1976,Bernardo Bertolucci,"['Robert De Niro', 'Gérard Depardieu', 'Dominique Sanda', 'Stefania Sandrelli', 'Donald Sutherland', 'Burt Lancaster', 'Francesca Bertini', 'Laura Betti', 'Werner Bruhns', 'Stefania Casini', 'Sterling Hayden', 'Anna Henkel-Grönemeyer', 'Ellen Schwiers', 'Alida Valli', 'Romolo Valli', 'Bianca Magliacca', 'Giacomo Rizzo', 'Pippo Campanini', 'Paolo Pavesi', 'Roberto Maccanti', 'Antonio Piovanelli', 'Paulo Branco', 'Liù Bosisio', 'Maria Monti', 'Anna Maria Gherardi', 'Demesio Lusardi', 'Pietro Longari Ponzoni', 'Angelo Pellegrino', 'José Quaglio', 'Clara Colosimo', 'Mario Meniconi', 'Carlotta Barilli', ""Odoardo Dall'aglio"", 'Piero Vida', 'Vittorio Fanfoni', 'Alessandro Bosio', 'Sergio Serafini', 'Patrizia De Clara', 'Edda Ferronao', 'Winni Riva', 'Fabio Garriba', 'Nazzareno Natale', 'Katerina Kosak', 'Kadrolsha Ona Carole', ""Francesco D'Adda"", 'Allen Midgette', 'Salvator Mureddu', 'Mimmo Poli', 'Tiziana Senatore']",nan,3.82,https://letterboxd.com//film/1900/
Where Eagles Dare,1968,Brian G. Hutton,"['Richard Burton', 'Clint Eastwood', 'Mary Ure', 'Patrick Wymark', 'Michael Hordern', 'Donald Houston', 'Peter Barkworth', 'William Squire', 'Robert Beatty', 'Brook Williams', 'Neil McCarthy', 'Vincent Ball', 'Anton Diffring', 'Ferdy Mayne', 'Derren Nesbitt', 'Victor Beaumont', 'Ingrid Pitt', 'Guy Deghy', 'Philip Stone', 'Chris Adcock', 'Del Baker', 'Richard Beale', 'Ivor Dean', 'Max Faulkner', 'Harry Fielder', 'John G. Heller', 'Olga Lowe', 'Ian McCulloch', 'Terence Mountain', 'Derek Newark', 'Jim Brady', 'Anton Rodgers', 'Jack Silk', 'Jim Tyson', 'Ernst Walder', 'Del Watson', 'Terry Yorke', 'Roy Beck', 'Bill Burns', 'Pauline Chamberlain', 'Vic Chapman', 'Terence Conoley', 'Jim Dowdall', 'Frank Henson', 'Lyn Kennington', 'Nigel Lambert', 'Edward Michael Perry', 'Peter Roy', 'Bill Sawyer', 'Larry Sheppard', 'Fred Wood']",nan,3.7,https://letterboxd.com//film/where-eagles-dare/
Cat on a Hot Tin Roof,1958,Richard Brooks,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Judith Anderson', 'Jack Carson', 'Madeleine Sherwood', 'Vaughn Taylor', 'Larry Gates', 'Brian Corcoran', 'Zelda Cleaver', ""Robert 'Rusty' Stevens"", 'Hugh Corcoran']",nan,3.87,https://letterboxd.com//film/cat-on-a-hot-tin-roof/
Who's Afraid of Virginia Woolf?,1966,Mike Nichols,"['Elizabeth Taylor', 'Richard Burton', 'George Segal', 'Sandy Dennis', 'Agnes Flanagan', 'Frank Flanagan']",nan,4.23,https://letterboxd.com//film/whos-afraid-of-virginia-woolf/
Giant,1956,George Stevens,"['Elizabeth Taylor', 'Rock Hudson', 'James Dean', 'Carroll Baker', 'Jane Withers', 'Chill Wills', 'Mercedes McCambridge', 'Dennis Hopper', 'Sal Mineo', 'Rod Taylor', 'Judith Evelyn', 'Earl Holliman', 'Robert Nichols', 'Paul Fix', 'Alexander Scourby', 'Charles Watts', 'Elsa Cárdenas', 'Carolyn Craig', 'Monte Hale', 'Sheb Wooley', 'Mary Ann Edwards', 'Victor Millan', 'Mickey Simpson', 'Pilar Del Rey', 'Maurice Jara', 'Noreen Nash', 'Ray Whitley', 'Napoleon Whiting', 'Fran Bennett', 'Elsa Aguirre', 'Barbara Barrie', 'Bert Stevens', 'Bess Flowers', 'Harold Miller', 'Claudia Bryar', 'Marion Gray', 'Dana Dillaway', 'Highland Dale']",nan,3.83,https://letterboxd.com//film/giant/
Rebel Without a Cause,1955,Nicholas Ray,"['James Dean', 'Natalie Wood', 'Sal Mineo', 'Jim Backus', 'Ann Doran', 'Corey Allen', 'William Hopper', 'Rochelle Hudson', 'Dennis Hopper', 'Edward Platt', 'Steffi Sidney', 'Marietta Canty', 'Virginia Brissac', 'Beverly Long', 'Ian Wolfe', 'Frank Mazzola', 'Robert Foulk', 'Jack Simmons', 'Tom Bernard', 'Nick Adams', 'Jack Grinnage', 'Clifford Morris', 'Almira Sessions', 'Paul Birch', 'Dorothy Abbott', 'Jimmy Baird', 'Paul Bryar', 'John Close', 'Chuck Hamilton', 'Chuck Hicks', 'Nelson Leigh', 'David McMahon', 'Edward McNally', 'Peter Miller', 'House Peters Jr.', 'Nicholas Ray', 'Gus Schilling', 'Bert Stevens', 'Dick Wessel', 'Robert B. Williams', 'Ralph Moratz', 'Skipper Huerta']",nan,3.83,https://letterboxd.com//film/rebel-without-a-cause/
3:10 to Yuma,1957,Delmer Daves,"['Glenn Ford', 'Van Heflin', 'Felicia Farr', 'Leora Dana', 'Henry Jones', 'Richard Jaeckel', 'Robert Emhardt', 'Sheridan Comerate', 'George Mitchell', 'Robert Ellenstein', 'Ford Rainey', 'Dorothy Adams', 'Jimmie Booth', 'John Cason', 'Richard Devon', 'Joe Haworth', 'Robert ""Buzz"" Henry', 'Danny Borzage', 'Frank Hagney', 'Woody Chambliss', 'Barry Curtis', 'Jerry Hartleben', 'Bill Hale', 'Tex Holden', 'Boyd Stockman', 'Guy Teague', 'Guy Wilkerson']",nan,3.86,https://letterboxd.com//film/310-to-yuma/
Eating Raoul,1982,Paul Bartel,"['Paul Bartel', 'Mary Woronov', 'Robert Beltran', 'Susan Saiger', 'Richard Paul', 'John Shearin', 'Darcy Pulliam', 'Garry Goodrow', 'Richard Blackburn', 'Hamilton Camp', 'Buck Henry', 'Anna Mathias', 'Ed Begley Jr.', 'Billy Curtis', 'John Paragon', 'Edie McClurg', 'Charles B. Griffith', 'John Landis', 'Hanns Manship', 'Lynn Hobart', 'Mark Woods', 'Ben Haller', 'Roberta Spero', 'Vernon Demetrius', 'Arlene Harris', 'Buster Wilson', 'Marta Fergusson', 'Pamela Carter', 'Beans Morocco', 'Allan Rich', 'Ralph Brannen', 'Don Steele', 'Rick Waln', 'Robert V. Barron', 'Wendy Bartel', 'Joe Dante']",nan,3.48,https://letterboxd.com//film/eating-raoul/
Schindler's List,1993,Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Malgorzata Gebel', 'Shmuel Levy', 'Mark Ivanir', 'Béatrice Macola', 'Andrzej Seweryn', 'Friedrich von Thun', 'Krzysztof Luft', 'Harry Nehring', 'Norbert Weisser', 'Adi Nitzan', 'Michael Schneider', 'Miri Fabian', 'Anna Mucha', 'Albert Misak', 'Michael Gordon', 'Aldona Grochal', 'Jacek Wójcicki', 'Beata Paluch', 'Piotr Polk', 'Ezra Dagan', 'Beata Deskur', 'Rami Heuberger', 'Leopold Kozlowski', 'Jerzy Nowak', 'Uri Avrahami', 'Adam Siemion', 'Magdalena Dandourian', 'Paweł Deląg', 'Shabtai Konorti', 'Oliwia Dabrowska', 'Henryk Bista', 'Tadeusz Bradecki', 'Wojciech Klata', 'Elina Löwensohn', 'Ewa Kolasińska-Szramel', 'Bettina Kupfer', 'Grzegorz Kwas', 'Vili Matula', 'Stanislaw Koczanowicz', 'Hans-Jörg Assmann', 'Geno Lechner', 'August Schmölzer', 'Ludger Pistor', 'Beata Rybotycka', 'Branko Lustig', 'Artus-Maria Matthiessen', 'Hans-Michael Rehberg', 'Eugeniusz Priwieziencew', 'Michael Z. Hoffmann', 'Erwin Leder', 'Jochen Nickel', 'Andrzej Welminski', 'Daniel Del-Ponte', 'Marian Glinka', 'Grzegorz Damięcki', 'Stanisław Brejdygant', 'Olaf Lubaszenko', 'Haymon Maria Buttinger', 'Peter Appiano', 'Jacek Pulanecki', 'Tomasz Dedek', 'Sławomir Holland', 'Martin Semmelrogge', 'Tadeusz Huk', 'Alexander Held', 'Piotr Cyrwus', 'Joachim Paul Assböck', 'Osman Ragheb', 'Maciej Orłoś', 'Marek Wrona', 'Zbigniew Kozłowski', 'Marcin Grzymowicz', 'Dieter Witting', 'Magdalena Komornicka', 'Agnieszka Krukówna', 'Anemona Knut', 'Jeremy Flynn', 'Agnieszka Wagner', 'Jan Jurewicz', 'Wiesław Komasa', 'Maciej Kozłowski', 'Martin Bergmann', 'Wilhelm Manske', 'Peter Flechtner', 'Sigurd Bemme', 'Etl Szyc', 'Lucyna Zabawa', 'Ruth Farhi', 'Jerzy Sagan', 'Dariusz Szymaniak', 'Dirk Bender', 'Maciej Winkler', 'Radosław Krzyżowski', 'Jacek Lenczowski', 'Hanna Kossowska', 'Maja Ostaszewska', 'Sebastian Skalski', 'Ryszard Radwański', 'Piotr Kadlcik', 'Lech Niebielski', 'Thomas Morris', 'Sebastian Konrad', 'Lidia Wyrobiec-Bank', 'Ravit Ferera', 'Agnieszka Korzeniowska', 'Dominika Bednarczyk', 'Alicja Kubaszewska', 'Danny Marcu', 'Hans Rosner', 'Edward Linde-Lubaszenko', 'Alexander Strobele', 'Georges Kern', 'Alexander Buczolich', 'Michael Schiller', 'Götz Otto', 'Wolfgang Seidenberg', 'Hubert Kramar', 'Razia Israeli', 'Dorit Seadia', 'Esti Yerushalmi', 'Marta Bizoń', 'Maciej Kowalewski', 'Zuzanna Lipiec', 'Maria Peszek', 'Leopold Pfefferberg', 'Leopold Rosner', 'Emilie Schindler', 'Katarzyna Śmiechowicz']",nan,4.51,https://letterboxd.com//film/schindlers-list/
Seven Samurai,1954,Akira Kurosawa,"['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba', 'Seiji Miyaguchi', 'Minoru Chiaki', 'Daisuke Katō', 'Isao Kimura', 'Keiko Tsushima', 'Yukiko Shimazaki', 'Kamatari Fujiwara', 'Yoshio Kosugi', 'Bokuzen Hidari', 'Yoshio Tsuchiya', 'Kokuten Kōdō', 'Eijirō Tōno', 'Jun Tatara', 'Atsushi Watanabe', 'Toranosuke Ogawa', 'Isao Yamagata', 'Kichijirô Ueda', 'Sôjin Kamiyama', 'Gen Shimizu', 'Keiji Sakakida', 'Shinpei Takagi', 'Shin Ôtomo', 'Toshio Takahara', 'Hiroshi Sugi', 'Hiroshi Hayashi', 'Sachio Sakai', 'Sôkichi Maki', 'Ichirô Chiba', 'Noriko Sengoku', 'Noriko Honma', 'Masanobu Ôkubo', 'Etsuo Saijo', 'Minoru Itō', 'Haruya Sakamoto', 'Gorô Sakurai', 'Hideo Shibuya', 'Kiyoshi Kamoda', 'Senkichi Ômura', 'Takashi Narita', 'Shôichi Hirose', 'Kôji Uno', 'Masaaki Tachibana', 'Kamayuki Tsubono', 'Taiji Naka', 'Chindanji Miyagawa', 'Shigemi Sunagawa', 'Akira Tani', 'Akio Kusama', 'Ryûtarô Amami', 'Jun Mikami', 'Haruo Nakajima', 'Sanpei Mine', 'Masahide Matsushita', 'Kaneo Ikeda', 'Takuzô Kumagaya', 'Ippei Kawagoe', 'Jirô Suzukawa', 'Junpei Natsuki', 'Kyôichi Kamiyama', 'Haruo Suzuki', 'Gorô Amano', 'Akira Kitchôji', 'Kōji Iwamoto', 'Hiroshi Akitsu', 'Akira Yamada', 'Kazuo Imai', 'Eisuke Nakanishi', 'Toku Ihara', 'Hideo Ôtsuka', 'Shû Ôe', 'Yasuhisa Tsutsumi', 'Yasumasa Ônishi', 'Tsuneo Katagiri', 'Megeru Shimoda', 'Masayoshi Kawabe', 'Shigeo Katô', 'Yoshikazu Kawamata', 'Takeshi Seki', 'Haruko Toyama', 'Tsuruko Mano', 'Matsue Ono', 'Tsurue Ichimanji', 'Masako Ôshiro', 'Kyōko Ozawa', 'Michiko Kadono', 'Toshiko Nakano', 'Shizuko Azuma', 'Michiko Kawabe', 'Yûko Togawa', 'Yayoko Kitano', 'Kyoko Mori', 'Misao Suyama', 'Toriko Takahara', 'Takeshi Katō', 'Tatsuya Nakadai', 'Ken Utsui', 'Ren Yamamoto']",nan,4.6,https://letterboxd.com//film/seven-samurai/
Godless,2017,Scott Frank,"[""Jack O'Connell"", 'Michelle Dockery', 'Scoot McNairy', 'Merritt Wever', 'Thomas Brodie-Sangster', 'Tantoo Cardinal', 'Kim Coates', 'Sam Waterston', 'Jeff Daniels', 'Samantha Soule', 'Kayli Carter', 'Audrey Moore', 'Jessica Sula', 'Samuel Marty', 'Tess Frazer', 'Christiane Seidel', 'Adam David Thompson', 'Keith Jardine', 'Rio Alexander', 'Justin Welborn', 'Luke Robertson', 'Joe Pingue', 'Russell Dennis Lewis', 'Matthew Dennis Lewis', 'Travis Hammer', 'Marie Wagenman', 'Jeremy Bobb']",nan,3.88,https://letterboxd.com//film/godless-2017/
The Dirty Dozen,1967,Robert Aldrich,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'Jim Brown', 'John Cassavetes', 'Richard Jaeckel', 'George Kennedy', 'Trini López', 'Ralph Meeker', 'Robert Ryan', 'Telly Savalas', 'Donald Sutherland', 'Clint Walker', 'Robert Webber', 'Tom Busby', 'Ben Carruthers', 'Stuart Cooper', 'Robert Phillips', 'Colin Maitland', 'Al Mancini', 'George Roubicek', 'Thick Wilson', 'Dora Reisser', 'Michael Anthony', 'Leo Britt', 'Alan Chuntz', 'Gary Files', 'Judith Furse', 'Hal Galili', 'Romo Gorrara', 'Willoughby Gray', 'Gerard Heinz', 'John G. Heller', 'George Hilsdon', 'John Hollis', 'Alf Joint', 'Juba Kennerley', 'Hildegard Knef', 'Ann Lancaster', 'Richard Marner', 'Dick Miller', 'Lionel Murton', 'Suzanne Owens-Duval', 'Mike Reid', 'Terry Richards', 'Frederick Schiller', 'Richard Shaw', 'Warren Stanhope', 'Hedger Wallace', 'Theodore Wilhelm', 'Rocky Taylor', 'Burnell Tucker', 'Vicki Woolf', 'Michael Segal', 'Gerry Crampton']",nan,3.79,https://letterboxd.com//film/the-dirty-dozen/
Bad Lieutenant: Port of Call – New Orleans,2009,Werner Herzog,"['Nicolas Cage', 'Eva Mendes', 'Val Kilmer', 'Fairuza Balk', 'Shawn Hatosy', 'Jennifer Coolidge', 'Tom Bower', 'Vondie Curtis-Hall', 'Irma P. Hall', 'Shea Whigham', 'Michael Shannon', 'Brad Dourif', 'Xzibit', 'Denzel Whitaker', 'Joe Nemmers', 'J.D. Evermore', 'Tim Bellow', 'Lucius Baston', 'Lauren Swinney', 'Nick Gomez', 'Sam Medina', 'Lance E. Nichols', 'Tony Bentley', 'Jeremy Aaron Johnson', 'Bernard Johnson', 'Matt Borel', 'Gary Grubbs', 'J. Omar Castro', 'Kerry Cahill', 'Noel Arthur', 'Douglas M. Griffin', 'Jedda Jones', 'Lauren Pennington', 'Dane Rhodes', 'Don Yesso', 'Trey Burvant', 'Robert Pavlovich', 'Marco St. John', 'David Joseph Martinez', 'Kyle Clements', 'Deena Beasley', 'Deneen Tyler', 'Roger J. Timber', 'Joshua Joseph Gillum', 'Sean Boyd', 'Katie Chonacas', 'Brandi Coleman', 'Michael Zimbrich', 'Trenton Perez', 'Stephanie Honoré', 'Katrell Dixon', 'Stiggidy Steve', 'Armando Leduc', 'Jillian Batherson', 'Scheryl W Brown', 'Geraldine Glenn', 'Ted Jordan', 'William M. Finkelstein']",nan,3.55,https://letterboxd.com//film/bad-lieutenant-port-of-call-new-orleans/
"Aguirre, the Wrath of God",1972,Werner Herzog,"['Klaus Kinski', 'Helena Rojo', 'Del Negro', 'Ruy Guerra', 'Peter Berling', 'Cecilia Rivera', 'Daniel Ades', 'Edward Roland', 'Alexandra Cheves', 'Armando Polanah', 'Daniel Farfán', 'Julio E. Martínez', 'Alejandro Repullés', 'Claus Biederstaedt', 'Lothar Blumhagen', 'Heinz Theo Branding', 'Christian Brückner', 'Michael Chevalier', 'Norbert Gescher', 'Justo González', 'Uta Hallant', 'Manfred Lehmann', 'Antonio Marquez', 'Gerd Martienzen', 'Edgar Ott', 'Uwe Paulsen', 'Dieter Ranspach']",nan,4.14,https://letterboxd.com//film/aguirre-the-wrath-of-god/
A Fistful of Dollars,1964,Sergio Leone,"['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volonté', 'Wolfgang Lukschy', 'Sieghardt Rupp', 'Joseph Egger', 'Antonio Prieto', 'José Calvo', 'Margarita Lozano', 'Daniel Martín', 'Benito Stefanelli', 'Mario Brega', 'Bruno Carotenuto', 'Aldo Sambrell', 'Lorenzo Robledo', 'Antonio Molino Rojo', 'Luis Barboo', 'Juan Cortés', 'William R. Thompkins', 'Fernando Sánchez Polack', 'José Canalejas', 'Jose Halufi', 'Nino Del Arco', 'Antonio Moreno', 'Frank Braña', 'Álvaro de Luna', 'Lee Miller', 'José Orjas', 'Manuel Peña', 'Antonio Pica', 'Julio Pérez Tabernero', 'José Riesgo', 'Umberto Spadaro', 'Peter Tevis', 'Edmondo Tieghi', 'Antonio Vico', 'Luis Rodríguez', 'Antonio Montoya']",nan,3.94,https://letterboxd.com//film/a-fistful-of-dollars/
"Duck, You Sucker",1971,Sergio Leone,"['Rod Steiger', 'James Coburn', 'Romolo Valli', 'Maria Monti', 'Rik Battaglia', 'Franco Graziosi', 'Antoine Saint-John', 'Vivienne Chandler', 'David Warbeck', 'Giulio Battiferri', 'Poldo Bendandi', 'Omar Bonaro', 'Roy Bosier', 'John Frederick', 'Amato Garbini', 'Michael Harvey', 'Biagio La Rocca', 'Furio Meniconi', 'Nazzareno Natale', 'Vincenzo Norvese', 'Stefano Oppedisano', 'Memè Perlini', 'Goffredo Pistoni', 'Renato Pontecchi', 'Jean Rougeul', 'Corrado Solari', 'Antonio Casale', 'Benito Stefanelli', 'Franco Tocci', 'Rosita Torosh', 'Aldo Sambrell', 'Florencio Amarilla', 'Sergio Calderón', 'Simon van Collem', 'Paolo Figlia', 'Alberigo Donadeo', 'Tony Casale', 'Romano Milani', 'Luigi Tripodi', 'Claudio Mancini', 'Riccardo Pizzuti', 'Franco Ukmar', 'Antonio Montoya']",nan,3.86,https://letterboxd.com//film/duck-you-sucker/
For a Few Dollars More,1965,Sergio Leone,"['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volonté', 'Luigi Pistilli', 'Klaus Kinski', 'Joseph Egger', 'Panos Papadopulos', 'Mara Krupp', 'Benito Stefanelli', 'Roberto Camardiel', 'Aldo Sambrell', 'Luis Rodríguez', 'Tomás Blanco', 'Lorenzo Robledo', 'Sergio Mendizábal', 'Dante Maggio', 'Diana Rabito', 'Giovanni Tarallo', 'Mario Meniconi', 'Mario Brega', 'José Terrón', 'José Marco', 'Werner Abrolat', 'Frank Braña', 'José Canalejas', 'Antonio Molino Rojo', 'Jesús Guzmán', 'Ricardo Palacios', 'Guillermo Méndez', 'Rosemary Dexter', 'Peter Lee Lawrence', 'Kurt Zips', 'Enrique Navarro', 'Bruno Corazzari', 'Carlo Simi', 'Antoñito Ruiz', 'Román Ariznavarreta', 'Joseph Bradley', 'Fernando Di Leo', 'Diana Faenza', 'Eduardo García', 'Maurizio Graf', 'Francesca Leone', 'Sergio Leone', 'Rafael López', 'Antonio Palombi', 'Aldo Ricci', 'Enrique Santiago', 'Edmondo Tieghi', 'Antonio Montoya']",nan,4.18,https://letterboxd.com//film/for-a-few-dollars-more/
