Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
Kwaidan,1964,Masaki Kobayashi,"['Michiyo Aratama', 'Misako Watanabe', 'Rentaro Mikuni', 'Kenjirō Ishiyama', 'Ranko Akagi', 'Fumie Kitahara', 'Kappei Matsumoto', 'Yoshiko Ieda', 'Otome Tsukimiya', 'Kenzô Tanaka', 'Kiyoshi Nakano', 'Tatsuya Nakadai', 'Keiko Kishi', 'Yūko Mochizuki', 'Kin Sugai', 'Noriko Sengoku', 'Akiko Nomura', 'Torahiko Hamada', 'Jun Hamamura', 'Katsuo Nakamura', 'Tetsurō Tamba', 'Takashi Shimura', 'Yoichi Hayashi', 'Eiko Muramatsu', 'Kunie Tanaka', 'Kazuo Kitamura', 'Ichirō Nakatani', 'Masanori Tomotake', 'Tokue Hanazawa', 'Shizue Natsukawa', 'Shin Tatsuoka', 'Makiko Kitashiro', 'Masakazu Kuwayama', 'Mutsuhiko Tsurumaru', 'Akira Tani', 'Yousuke Kondou', 'Kiyoshi Yamamoto', 'Kinji Omino', 'Atsuo Nakamura', 'Ginzô Sekiguchi', 'Akio Miyabe', ""Gen'ya Nagai"", 'Toru Uchida', 'Hikaru Jinno', 'Toshio Fukuhara', 'Kirô Abe', 'Toshiro Yagi', 'Yuriko Abe', 'Yuri Satô', 'Kyôichi Satô', 'Nobuo Aikawa', 'Taiji Kodama', 'Nobuaki Maeda', 'Teruhiko Shibata', 'Haruo Kaji', 'Michio Gina', 'Seiji Tabe', 'Mitsuko Narita', 'Noriko Mikura', 'Aiko Nagayama', 'Michiko Nakahata', ""Kan'emon Nakamura"", 'Osamu Takizawa', 'Haruko Sugimura', 'Noboru Nakaya', 'Seiji Miyaguchi', 'Kei Satō', 'Shigeru Kôyama', 'Jun Tazaki', 'Junkichi Orimoto', 'Akiji Kobayashi', 'Yoshirō Aoki', 'Isao Tamagawa', 'Hideyo Amamoto', 'Ganjirô Nakamura II']",nan,4.18,https://letterboxd.com//film/kwaidan/
Throne of Blood,1957,Akira Kurosawa,"['Toshirō Mifune', 'Isuzu Yamada', 'Takashi Shimura', 'Akira Kubo', 'Hiroshi Tachikawa', 'Minoru Chiaki', 'Takamaru Sasaki', 'Gen Shimizu', 'Kokuten Kōdō', 'Kichijirô Ueda', 'Eiko Miyoshi', 'Chieko Naniwa', 'Nakajirō Tomita', 'Yū Fujiki', 'Sachio Sakai', 'Shin Ôtomo', 'Yoshio Tsuchiya', 'Yoshio Inaba', 'Takeo Oikawa', 'Akira Tani', 'Ikio Sawamura', 'Yutaka Sada', 'Seijirô Onda', 'Shinpei Takagi', 'Masao Masuda', 'Mitsuo Asano', 'Akifumi Inoue', 'Asao Koike', 'Takeshi Katō', 'Hitoshi Takagi', 'Michiya Higuchi', 'Senkichi Ômura', 'Gorô Sakurai', 'Shirō Tsuchiya', 'Takeo Matsushita', 'Jun Ôtomo', 'Kamayuki Tsubono', 'Fuminori Ôhashi', 'Isao Kimura', 'Seiji Miyaguchi', 'Nobuo Nakamura']",nan,4.25,https://letterboxd.com//film/throne-of-blood/
8½,1963,Federico Fellini,"['Marcello Mastroianni', 'Claudia Cardinale', 'Anouk Aimée', 'Sandra Milo', 'Rossella Falk', 'Barbara Steele', 'Madeleine Lebeau', 'Caterina Boratto', 'Eddra Gale', 'Guido Alberti', 'Mario Conocchia', 'Bruno Agostini', 'Cesarino Miceli Picardi', 'Jean Rougeul', 'Mario Pisu', 'Yvonne Casadei', 'Ian Dallas', 'Mino Doro', 'Nadia Sanders', 'Georgia Simmons', 'Edy Vessel', 'Tito Masini', 'Annie Gorassini', 'Rossella Como', 'Mark Herron', 'Marisa Colomber', 'Neil Robinson', 'Elisabetta Catalano', 'Eugene Walter', 'Hazel Rogers', 'Gilda Dahlberg', 'Mario Tarchetti', 'Mary Indovino', 'Frazier Rippy', 'Francesco Rigamonti', 'Giulio Paradisi', 'Marco Gemini', 'Giuditta Rissone', 'Annibale Ninchi', 'Dina De Santis', 'Eva Gioia', 'Maria Tedeschi', 'Antonio Acqua', 'Giulio Calì', 'Franco Caracciolo', 'Olimpia Cavalli', 'Sonia Gessner', 'Mathilda Calnan', 'Nadia Balabine']",nan,4.3,https://letterboxd.com//film/8-half/
Army of Shadows,1969,Jean-Pierre Melville,"['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel', 'Simone Signoret', 'Claude Mann', 'Paul Crauchet', 'Christian Barbier', 'Alain Dekok', 'Alain Libolt', 'Jean-Marie Robain', 'Albert Michel', 'Georges Sellier', 'Marco Perrin', 'Hubert de Lapparent', 'Jeanne Pérez', 'Alain Mottet', 'Denis Sadier', 'Serge Reggiani', 'Colin Mann', 'Anthony Stuart', 'Gérard-Antoine Huart', 'Percival Russel', 'Michel Dacquin', 'Jacques Marbeuf', 'Marcel Bernier', 'Gaston Meunier', 'Nathalie Delon', 'Jacques Léonard', 'Pierre Vaudier']",nan,4.31,https://letterboxd.com//film/army-of-shadows/
The Funeral,1984,Jūzō Itami,"['Tsutomu Yamazaki', 'Nobuko Miyamoto', 'Kin Sugai', 'Hideji Ōtaki', 'Isao Bitō', 'Midori Ebina', 'Nekohachi Edoya', 'Kamatari Fujiwara', 'Hideo Fukuhara', 'Hiroko Futaba', 'Manpei Ikeuchi', 'Yosui Inoue', 'Masahiro Irie', 'Ryōsuke Kagawa', 'Akio Kaneda', 'Zenpaku Kato', 'Kazuyo Kawamura', 'Ittoku Kishibe', 'Kaoru Kobayashi', 'Kiyoshi Kurosawa', 'Atsuyoshi Matsukidaira', 'Matsue Matsumoto', 'Shiho Matsunami', 'Hidekazu Nagae', 'Hideo Nagai', 'Keiichiro Nakada', 'Mariko Nakamura', 'Noboru Nakayama', 'Hikaru Nishikawa', 'Ichiro Oba', 'Eriko Ohashi', 'Koji Okoyama', 'Kiminobu Okumura', 'Kōen Okumura', 'Go Riju', 'Chishū Ryū', 'Sakihiro Sakai', 'Asao Sasano', 'Shizuo Sato', 'Saoyoshi Satogi', 'Hiroko Seki', 'Reiko Shinjo', 'Ippei Souda', 'Haruna Takase', 'Haruo Tanaka', 'Koji Tanaka', 'Yoshiharu Tojukai', 'Go Toneatsu', 'Masahiko Tsugawa', 'Takashi Tsumura', 'Tetstaro Tsuruno', 'Hiroyuki Yamada', 'Michiyo Yokoyama', 'Mitsuko Yoshikawa', 'Chikako Yuri', 'Ichirô Zaitsu']",nan,3.8,https://letterboxd.com//film/the-funeral/
The Power of the Dog,2021,Jane Campion,"['Benedict Cumberbatch', 'Kodi Smit-McPhee', 'Kirsten Dunst', 'Jesse Plemons', 'Thomasin McKenzie', 'Geneviève Lemon', 'Keith Carradine', 'Frances Conroy', 'Kenneth Radley', 'Sean Keenan', 'George Mason', 'Ramontay McConnell', 'David Denis', 'Cohen Holloway', 'Max Mata', 'Josh Owen', 'Alistair Sewell', 'Eddie Campbell', 'Alice Englert', 'Bryony Skillington', 'Jacque Drew', 'Yvette Parsons', 'Aislinn Furlong', 'Daniel Cleary', 'Richard Falkner', 'Tatum Warren-Ngata', 'Yvette Reid', 'Alice May Connolly', 'Stephen Lovatt', 'Stephen Bain', 'Ella Hope-Higginson', 'Piimio Mei', 'Edith Poor', 'Vadim Ledogorov', 'Julie Forsyth', 'Peter Carroll', 'Alison Bruce', 'Karl Willetts', 'David T. Lim', 'Adam Beach', 'Maeson Stone Skuggedal', 'Ian Harcourt']",nan,3.68,https://letterboxd.com//film/the-power-of-the-dog/
Paddington in Peru, Per,Dougal Wilson,"['Ben Whishaw', 'Olivia Colman', 'Hugh Bonneville', 'Samuel Joslin', 'Madeleine Harris', 'Antonio Banderas', 'Julie Walters', 'Emily Mortimer', 'Rachel Zegler', 'Jim Broadbent', 'Imelda Staunton']",nan,nan,https://letterboxd.com//film/paddington-in-peru/
Transformers: Rise of the Beasts,2023,Steven Caple Jr.,"['Anthony Ramos', 'Dominique Fishback', 'Peter Cullen', 'Ron Perlman', 'Peter Dinklage', 'Michelle Yeoh', 'Pete Davidson', 'Liza Koshy', 'Cristo Fernández', 'Luna Lauren Velez', 'Dean Scott Vazquez', 'Tobe Nwigwe', 'Sarah Stiles', 'Leni Parker', 'Frank Marrs', 'Aidan Devine', 'Kerwin Jackson', 'Mike Chute', 'Tyler Hall', 'Sean Tucker', 'Jay Farrar', 'Lucas Huarancca', 'Amiel Cayo', 'Santusa Cutipa', 'Yesenia Inquillay', ""Sumac T'Ika"", 'Josue Sallo', 'Mellissa Alvarez', 'Gloria Cusi', 'Michael Kelly', 'Jason D. Avalos', 'Lesley Stahl', 'John DiMaggio', 'David Sobolov', 'Michaela Jaé Rodriguez', 'Colman Domingo', 'Tongayi Chirisa', 'Luke Jones']",nan,2.74,https://letterboxd.com//film/transformers-rise-of-the-beasts/
One-Eyed Jacks,1961,Marlon Brando,"['Marlon Brando', 'Karl Malden', 'Katy Jurado', 'Ben Johnson', 'Slim Pickens', 'Larry Duran', 'Sam Gilman', 'Timothy Carey', 'Miriam Colon', 'Elisha Cook Jr.', 'Rodolfo Acosta', 'Ray Teal', 'John Dierkes', 'Philip Ahn', 'Margarita Cordova', 'Hank Worden', 'Clem Harvey', 'William Forrest', 'Mina Martinez', 'Pina Pellicer', 'John George', ""Harry 'Snub' Pollard"", 'Bert Stevens', 'Sheryl Deauville']",nan,3.67,https://letterboxd.com//film/one-eyed-jacks/
The Killing,1956,Stanley Kubrick,"['Sterling Hayden', 'Coleen Gray', 'Vince Edwards', 'Jay C. Flippen', 'Ted de Corsia', 'Marie Windsor', 'Elisha Cook Jr.', 'Joe Sawyer', 'James Edwards', 'Timothy Carey', 'Kola Kwariani', 'Jay Adler', 'Tito Vuolo', 'Dorothy Adams', 'Herbert Ellis', 'James Griffith', 'Cecil Elliott', 'Joe Turkel', 'Steve Mitchell', 'Mary Carroll', 'William Benedict', 'Charles Cane', 'Robert B. Williams', 'Tom Coleman', 'Rodney Dangerfield', 'Franklyn Farnum', 'John George', 'Art Gilmore', 'Kenner G. Kemp', 'Carl M. Leviness', 'Sol Gorss', 'Harry Hines', 'Hal J. Moore', 'Harvey Parry', 'Richard Reeves', 'Frank Richards', 'Arthur Tovey']",nan,3.99,https://letterboxd.com//film/the-killing/
Roma,2018,Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta', 'Marco Graf', 'Daniela Demesa', 'Nancy García García', 'Verónica García', 'Fernando Grediaga', 'Jorge Antonio Guerrero', 'José Manuel Guerrero Mendoza', 'Andy Cortés', 'Victor Manuel Resendiz Ruiz', 'Zarela Lizbeth Chinolla Arellano', 'José Luis López Gómez', 'Edwin Mendoza Ramírez', 'Clementina Guadarrama', 'Enoc Leaño', 'Nicolás Peréz Taylor Félix', 'Kjartan Halvorsen']",nan,4.11,https://letterboxd.com//film/roma-2018/
Amadeus,1984,Miloš Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice', 'Simon Callow', 'Christine Ebersole', 'Jeffrey Jones', 'Barbara Bryne', 'Cynthia Nixon', 'Douglas Seale', 'Charles Kay', 'Kenny Baker', 'Martin Cavina', 'Roderick Cook', 'Milan Demjanenko', 'Peter DiGesu', 'Patrick Hines', 'Nicholas Kepros', 'Philip Lenkowsky', 'Lisbeth Bartlett', 'Richard Frank', 'Herman Meckler', 'Jonathan Moore', 'Brian Pettifer', 'Vincent Schiavelli', 'John Strauss', 'Karl-Heinz Teuber', 'Miro Grisa', 'Karel Gult', 'Ladislav Krečmer', 'Karel Fiala', 'John Carrafa', 'Hana Brejchová', 'Miriam Chytilová', 'Karel Effa', 'René Gabzdyl', 'Karel Hábl', 'Jiří Krytinář', 'Jan Kuželka', 'Jiří Lír', 'Jitka Molavcová', 'Pavel Nový', 'Jan Pohan', 'Tereza Pokorná-Herzová', 'Ivan Pokorný', 'Milan Riehs', 'Dana Vávrová', 'June Anderson', 'Isobel Buchanan', 'Anne Howells', 'Robin Leggate', 'Felicity Lott', 'Alexander Oliver', 'Samuel Ramey', 'Richard Stilwell', 'John Tomlinson', 'Willard White', 'Michele Esposito', 'Zdeněk Mahler', 'Vladimír Svitáček', 'Jana Musilová', 'Kenneth McMillan', 'Cassie Stuart', 'Rita Zohar']",nan,4.31,https://letterboxd.com//film/amadeus/
The Man from U.N.C.L.E.,2015,Guy Ritchie,"['Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Elizabeth Debicki', 'Luca Calvani', 'Sylvester Groth', 'Hugh Grant', 'Jared Harris', 'Christian Berkel', 'Misha Kuznetsov', 'Guy Williams', 'Marianna Di Martino', 'Julian Michael Deuster', 'Andrea Cagliesi', 'Riccardo Calvanese', 'Peter Stark', 'David Menkin', 'Pablo Scola', 'Cesare Taurasi', 'Riccardo Flammini', 'Francesco De Vito', 'Luca Della Valle', 'Simona Caparrini', 'David Beckham', 'Alexander Ananasso', 'Joana Metrass', 'Gabriel Lo Giudice', 'Ben Wright']",nan,3.43,https://letterboxd.com//film/the-man-from-uncle/
Chicago,2002,Rob Marshall,"['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Queen Latifah', 'John C. Reilly', 'Lucy Liu', 'Taye Diggs', 'Colm Feore', 'Christine Baranski', 'Dominic West', 'Mýa', 'Deidre Goodwin', 'Denise Faye', 'Ekaterina Chtchelkanova', 'Susan Misner', 'Cliff Saunders', 'Jayne Eastwood', 'Bruce Beaton', 'Roman Podhora', 'Rob Smith', 'Sean Wayne Doyle', 'Steve Behal', 'Robbie Rox', 'Chita Rivera', 'Joey Pizzi', 'Scott Wise', 'Ken Ard', 'Marc Calamia', 'Niki Wray', 'Gregory Mitchell', 'Sebastian La Cause', 'Brendan Wall', 'Cleve Asbury', 'Rick Negron', 'Shaun Amyot', 'Eve Crawford', 'Bill Corsair', 'Bill Britt', 'Gerry Fiorini', 'Elizabeth Law', 'Joseph Scoren', 'Monique Ganderton', 'April Morgan', 'Marty Moreau', 'Conrad Dunn', 'Jonathan Whittaker', 'Rod Campbell', 'Brett Caruso', 'Sean McCann', 'Jeff Clarke', 'Patrick Salvagna', 'Kathryn Zenna', 'Jeff Pustil', 'Roxane Barlow', 'Jocelyn Dowling', 'Melanie A. Gage', 'Michelle Johnston', 'Charley King', 'Mary Ann Lamb', 'Vicky Lambert', 'Tara Nicole Hughes', 'Cynthia Onrubia', 'Karine Plantadit', 'Jennifer Savelli', 'Natalie Willes', 'Karen Andrew', 'Kelsey Chace', 'Catherine Chiarelli', 'Theresa Coombe', 'Lisa Ferguson', 'Melissa Flerangile', 'Michelle Galati', 'Sheri Godfrey', 'Brittany Gray', 'Karen Holness', 'Amber-Kelly Mackereth', 'Jodi McFadden', 'Faye Rauw', 'Rhonda Roberts', 'Leigh Torlage', 'Robyn Wong', 'Ted Banfalvi', 'Harrison Beal', 'Paul Becker', 'Jean-Luc Côté', 'Scott Fowler', 'Edgar Godineaux', 'Bill Hartung', 'Darren Lee', 'Troy P. Liddell', 'Blake McGrath', 'Robert Montano', 'Sean Palmer', 'Desmond Richardson', 'Martin Samuel', 'Jason Sermonia', 'Jeff Siebert', 'Sergio Trujillo', 'Stacy Clark Baisley', 'Megan Fehlberg', 'Rachel Jacobs', 'Rebecca Leonard', 'Erin Michie', 'Danielle Rueda-Watts', 'Dana Calitri', 'Kate Coffman-Lloyd', 'Curtis King Jr.', 'Laura Dean', 'Margaret Dorn', 'Capathia Jenkins', 'Audrey Martells', 'Sara Ramirez', 'Nicki Richards', 'Dennis Collins', 'Darius De Haas', 'Willie Falk', 'Timothy Shew', 'Alfonzo Thornton', 'Eric Troyer']",nan,3.83,https://letterboxd.com//film/chicago/
A.I. Artificial Intelligence,2001,Steven Spielberg,"['Haley Joel Osment', 'Jude Law', ""Frances O'Connor"", 'Sam Robards', 'Jake Thomas', 'William Hurt', 'Robin Williams', 'Ben Kingsley', 'Meryl Streep', 'Chris Rock', 'Ken Leung', 'Clark Gregg', 'Kevin Sussman', 'Tom Gallop', 'Eugene Osment', 'April Grace', 'Matt Winston', 'Sabrina Grdevich', 'Theo Greenly', 'Michael Mantell', 'Keith Campbell', 'Brian Turk', 'Brendan Gleeson', 'Christopher Dye', 'Jack Angel', 'Tim Rigby', 'Enrico Colantoni', 'Adrian Grenier', 'Matt Malloy', 'Brent Sexton', 'Erik Bauersfeld', 'Michael Fishman', 'Diane Fletcher', 'Al Jourgensen', 'Paul Barker', 'Vito Carenzo', 'Adam Grossman', 'Rena Owen', 'Adam Alexi-Malle', 'Laurence Mason', 'Ashley Scott', 'Ty Coon', 'Duane Buford', 'Max Brody', 'Red King', 'Claude Gilbert', 'Kate Nei', 'Laia Salla', 'Jeanine Salla', 'Mark Allan Staubach', 'Miguel Pérez', 'Billy Scudder', 'Bobby Harwell', 'Wayne Wilderson', 'R. David Smith', 'Eliza Coleman', 'Jim Jansen', 'Tim Rhoze', 'Clara Bellar', 'Kelly McCool', 'Michael Shamus Wiles', 'Jason Sutter', 'Ken Palmer', 'J. Alan Scott', 'Lily Knight', 'Justina Machado', 'Daveigh Chase', 'Kathryn Morris', 'Hunter King', 'Michael Berresse', 'Paula Malcomson', 'John Prosky', 'Curt Youngberg', 'Andy Morrow', 'Dillon McEwin', 'Jeremy James Kissner']",nan,3.57,https://letterboxd.com//film/ai-artificial-intelligence/
Contagion,2011,Steven Soderbergh,"['Marion Cotillard', 'Matt Damon', 'Laurence Fishburne', 'Jude Law', 'Kate Winslet', 'Jennifer Ehle', 'Gwyneth Paltrow', 'Bryan Cranston', 'Elliott Gould', 'Chin Han', 'John Hawkes', 'Anna Jacoby-Heron', 'Sanaa Lathan', 'Demetri Martin', 'Armin Rohde', 'Enrico Colantoni', 'Larry Clarke', 'Monique Gabriela Curnen', 'Daria Strokous', 'Rick Uecker', 'Jamie Newell', 'Griffin Kane', 'Rebecca Spence', 'Yoshiaki Kobayashi', 'Teri McEvoy', 'Sue Redman', 'Teri Campbell', 'Stef Tovar', 'Mary Jo Faraci', 'Grace Rex', 'Joseph Anthony Foronda', 'Annabel Armour', 'Jim Ortlieb', 'Kara Zediker', 'Laura Fisher', 'Mary Beth Dolan', 'Dan Flannery', 'Jason Babinsky', 'Howie Johnson', 'Sanjay Gupta', 'Chui Tien-You', 'Josie Ho', 'Steven Soderbergh', 'Phillip James Brannon', 'David Lively', 'Andrew White', 'Ira Blumen', 'Scott Stangland', 'Jimmy Chung', 'Tara Mallen', 'John Hines', 'Joshua Weinstein', 'Sarah Charipar', 'Mark Czoske', 'Dan Aho', 'Hee-Wan Kwon', 'Phil Tang', 'Robert Chi', 'Blair Robertson', 'Randy Lowell', 'Pete Sack', ""Brian J. O'Donnell"", 'Kwok-Wah Wong', 'Sau-Ming Tsang', 'Josh Pollock', 'Peter A Kelly', 'Thomas Gebbia', 'Dan Sanders-Joyce', 'Joshua Seiden', 'Kam Tong Wong', 'Jim Anderson', 'Bambadjan Bamba', 'Rodolfo C Barrios', 'Bryan Basil', 'Raphael Bonacchi', 'Ahmed Boulane', 'Liz Clare', 'Rashida Clendening', 'David Cohen', 'James Anthony Cotton', 'Duke Czlonka', 'Andrew Dasz', 'Joe DeBartolo', 'Eduardo Ambriz DeColosio', 'Amanda Dyar', 'Ryan Ebert', 'Shannon Edwards', 'Anas El Baz', 'Olivia Francessca', 'Logan Fry', 'Kenley Gaffke', 'Christian Heep', 'Alex Hill 3', 'John Hoogenakker', 'Matt Iwinski', 'Sarah Kliban', 'Iris Kohl', 'Suzanne Lang', 'Elester Latham', 'Mark Lavell', 'Ina Lereine', 'Seth Leslie', 'Josiah Lyricq', 'Mino Mackic', 'Carl Marino', 'Mary Lu Marr', 'James Mastel', 'Timothy W. Mather', 'Thomas McCormick', 'Dave McNulty', 'E. Roger Mitchell', 'Paul D. Morgan', 'Jesse Muick', 'Larry Nazimek', 'Andrew Nitzke', 'Matthew Parry-Jones', 'Eric Pierson', 'Steven Potts', 'Steven James Price', 'Kyle Quesnoy', 'Brandi Quinn', 'Kenya Robertson', 'Joshua Rollins', 'Sandy Rouge', 'Helen Sadler', 'Peggy Sandow', 'Jane Santos', 'Hester Schell', 'Jon Komp Shin', 'Walt Sloan', 'Ylian Alfaro Snyder', 'Joshua Squire', 'January Stern', 'Michael T Stewart', 'Thomas W. Stewart', 'Audra Todd', 'Giota Trakas', 'Ken Venzke', 'Abby Wait', 'Amr Waked', 'James D. Weston II', 'Roger Wiggins', 'Robert A. Young', 'Bobby Watson']",nan,3.35,https://letterboxd.com//film/contagion/
Close Encounters of the Third Kind,1977,Steven Spielberg,"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon', 'Bob Balaban', 'J. Patrick McNamara', 'Warren J. Kemmerling', 'Roberts Blossom', 'Phil Dodds', 'Cary Guffey', 'Shawn Bishop', 'Adrienne Campbell', 'Justin Dreyfuss', 'Lance Henriksen', 'Merrill Connally', 'Amy Douglass', 'Gene Dynarski', 'Carl Weathers', 'Norman Bartold', ""F.J. O'Neil"", 'Hal Barwood', 'Matthew Robbins', 'Gene Rader', 'Daniel Nunez', 'Chuy Franco', 'Luis Contreras', 'Galen Thompson', 'John Dennis Johnston', 'Robert Broyles', 'Monty Jordan', 'Basil Hoffman', 'Stephen Powers', 'George DiCenzo', 'Alexander Lockwood', 'Josef Sommer', 'Bill Thurman', 'James Keane', 'J. Allen Hynek', 'Howard K. Smith', 'Philip Dodds', 'Mary Gafrey', 'Michael J. Dyer', 'Roger Ernest', 'Randy Hermann', 'David Anderson', 'Richard L. Hawkins', 'Craig Shreeve', 'Roy E. Richards', 'Eumenio Blanco', 'Dennis McMullen', 'Cy Young', 'Tom Howard', 'Richard Stuart', 'Bob Westmoreland', 'Matt Emery', 'John Ewing', 'Kirk Raymond', 'Keith Atkinson']",nan,3.84,https://letterboxd.com//film/close-encounters-of-the-third-kind/
Some Like It Hot,1959,Billy Wilder,"['Tony Curtis', 'Jack Lemmon', 'Marilyn Monroe', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Alex Ball', 'Brandon Beach', 'Phil Bloom', 'Willie Bloom', 'Al Breneman', 'Steve Carruthers', 'James J. Casino', ""Noble 'Kid' Chissell"", 'Beulah Christian', 'Ted Christy', 'Robert Cole', 'Marian Collier', 'Pat Comiskey', 'Bing Conley', 'Paul Cristo', 'James Dime', 'Franklyn Farnum', 'Duke Fishman', 'Mary Foley', 'George Ford', 'Paul Frees', 'Bobby Gilbert', 'Joseph Glick', 'Jack Gordon', 'Joe Gray', 'Stuart Hall', 'Sam Harris', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'Shep Houghton', 'John Indrisano', 'Tom Kennedy', 'Joseph La Cava', 'George Lake', 'Carl M. Leviness', 'King Lockwood', 'Hank Mann', 'Tiger Joe Marsh', 'Jack Mather', 'Tipp McClure', 'Frank McLure', 'Laurie Mitchell', ""William H. O'Brien"", ""Colleen O'Sullivan"", 'Joe Palma', 'Helen Perry', 'Jack Perry', 'Danny Richards Jr.', 'Edwin Rochelle', 'John Roy', 'Cosmo Sardo', 'Scott Seaton', 'Sammy Shack', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Sid Troy', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney']",nan,4.23,https://letterboxd.com//film/some-like-it-hot/
Braveheart,1995,Mel Gibson,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson', 'Mhairi Calvey', 'Jeanne Marine', 'Sean Lawlor', 'Sandy Nelson', 'Alan Tall', 'Andrew Weir', 'Brian Cox', 'Peter Hanly', 'Stephen Billington', 'Tommy Flanagan', 'Rupert Vansittart', 'Tam White', 'Ian Bannen', ""David O'Hara"", 'Peter Mullan', 'David Gant', 'Malcolm Tierney', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Liam Carney', 'Ralph Riach', 'Barry McGovern', 'John Kavanagh', 'Alun Armstrong', 'Julie Austin', 'Alex Norton', 'Michael Byrne', 'William Scott-Masson', 'Dean Lopata', 'Donal Gibson', 'Jimmy Chisholm', 'John Murtagh', 'David McKay', ""Niall O'Brien"", 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'Mal Whyte', 'Paul Tucker', 'Greg Jeloudov', 'Rana Morrison', ""Jer O'Leary"", 'Joanne Bett', 'Robert Paterson', 'Martin Dunne', 'Fred Chiverton', 'Daniel Coll', 'Bill Murdoch', 'Phil Kelly']",nan,3.85,https://letterboxd.com//film/braveheart/
